"invokevirtual","java.io.OutputStream.write(byte[])",5
"invokevirtual","java.util.concurrent.atomic.AtomicInteger.incrementAndGet()",5
"invokevirtual","java.lang.String.length()",4
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.getLINE_LENGTH$main()",4
"invokevirtual","java.lang.String.getBytes(java.nio.charset.Charset)",3
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AbstractBuffer.getNucleotides$main()",3
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$NucleotideSelector.take()",3
"invokevirtual","java.lang.Runtime.availableProcessors()",2
"invokevirtual","java.lang.StringBuilder.append(java.lang.String)",2
"invokevirtual","java.util.concurrent.ArrayBlockingQueue.put(java.lang.Object)",2
"invokevirtual","java.util.concurrent.ArrayBlockingQueue.take()",2
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.getCHARS_LEFTOVER$main()",2
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.getChars$main()",2
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.getNucleotides$main()",2
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.getRandoms()",2
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$NucleotideSelector.put(kotlinbenchmarks.idiom.fasta.fastaktidiom$AbstractBuffer)",2
"invokevirtual","java.lang.String.substring(int,int)",1
"invokevirtual","java.lang.StringBuilder.toString()",1
"invokevirtual","kotlin.collections.IntIterator.nextInt()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AbstractBuffer.selectNucleotides()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.getChars$main()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.getLINE_COUNT$main()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.getNucleotides$main()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.setChars$main(byte[])",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.getCHARS_LEFTOVER$main()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.getLINE_LENGTH$main()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.setChars$main(byte[])",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$NucleotideSelector.setDaemon(boolean)",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom$NucleotideSelector.start()",1
"invokevirtual","kotlinbenchmarks.idiom.fasta.fastaktidiom.execute(java.lang.String[])",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.writeBuffer(java.io.OutputStream)",5
"invokespecial","kotlin.TypeCastException.<init>(java.lang.String)",4
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.lineFillRandom(kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer)",4
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom$Buffer.<init>(boolean,int,int)",3
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.lineFillALU(kotlinbenchmarks.idiom.fasta.fastaktidiom$AbstractBuffer)",3
"invokespecial","java.lang.Object.<init>()",2
"invokespecial","java.util.concurrent.ArrayBlockingQueue.<init>(int)",2
"invokespecial","java.util.concurrent.atomic.AtomicInteger.<init>()",2
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom$AbstractBuffer.<init>(int,int)",2
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.<init>(int,int,int)",2
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom$AluBuffer.ALUFillLine(int)",2
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.speciesFillRandom(java.io.OutputStream,int,java.lang.String,boolean)",2
"invokespecial","java.lang.StringBuilder.<init>()",1
"invokespecial","java.lang.Thread.<init>()",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom$NucleotideSelector.<init>()",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.<init>()",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.bufferFillALU(java.io.OutputStream,int)",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.bufferFillRandom(java.io.OutputStream,int)",1
"invokespecial","kotlinbenchmarks.idiom.fasta.fastaktidiom.speciesFillALU(java.io.OutputStream,int,java.lang.String)",1
"invokestatic","kotlin.jvm.internal.Intrinsics.checkExpressionValueIsNotNull(java.lang.Object,java.lang.String)",6
"invokestatic","kotlin.jvm.internal.Intrinsics.checkParameterIsNotNull(java.lang.Object,java.lang.String)",4
"invokestatic","kotlinbenchmarks.idiom.fasta.fastaktidiom.access$getBUFFERS_IN_PLAY$p(kotlinbenchmarks.idiom.fasta.fastaktidiom)",3
"invokestatic","java.lang.Runtime.getRuntime()",2
"invokestatic","kotlin.io.CloseableKt.closeFinally(java.io.Closeable,java.lang.Throwable)",2
"invokestatic","kotlin.jvm.internal.Intrinsics.throwNpe()",2
"invokestatic","java.lang.Integer.parseInt(java.lang.String)",1
"invokestatic","java.lang.System.arraycopy(java.lang.Object,int,java.lang.Object,int,int)",1
"invokestatic","kotlin.collections.ArraysKt.getIndices(java.lang.Object[])",1
"invokeinterface","java.lang.Iterable.iterator()",1
"invokeinterface","java.util.Iterator.hasNext()",1
